subject,predicate,object
Farro_pearled_dry_raw,recommendedFor,Melanoma
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Atherosclerosis
Nuts_pistachio_nuts_raw,recommendedFor,Sinus_Arrest__Cardiac
Nuts_pistachio_nuts_raw,highIn,Protein
Egg_whole_dried,recommendedFor,Polycystic_Ovary_Syndrome
Plantains_underripe_raw,highIn,Carbohydrate
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Inflammation
Frankfurter_beef_unheated,recommendedFor,Arrhythmias__Cardiac
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Reperfusion_Injury
Cheese_cotija_solid,recommendedFor,Carcinoma__Ehrlich_Tumor
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Arrhythmias__Cardiac
Avocado_Hass_peeled_raw,recommendedFor,Diabetes_Mellitus
Cheese_feta_whole_milk_crumbled,recommendedFor,Rickets
Cottage_cheese_full_fat_large_or_small_curd,recommendedFor,Colitis
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Muscle_Weakness
Nuts_macadamia_nuts_raw,recommendedFor,Developmental_Disabilities
Rice_brown_long_grain_unenriched_raw,recommendedFor,Cerebrovascular_Disorders
Beans_Dry_Brown_0_moisture,recommendedFor,Heart_Diseases
Lentils_dry,recommendedFor,Hyperemia
Cheese_monterey_jack_solid,recommendedFor,Necrosis
Ham_sliced_prepackaged_deli_meat_96fat_free_water_added,recommendedFor,Paralysis
Beans_Dry_Black_0_moisture,recommendedFor,Hypokalemic_Periodic_Paralysis
Flour_oat_whole_grain,recommendedFor,Diabetic_Cardiomyopathies
Beef_round_top_round_boneless_choice_raw,recommendedFor,Hepatomegaly
Pickles_cucumber_dill_or_kosher_dill,recommendedFor,Acute_Kidney_Injury
Flour_quinoa,recommendedFor,Lung_Injury
Kale_frozen_cooked_boiled_drained_without_salt,recommendedFor,Nerve_Compression_Syndromes
Cheese_queso_fresco_solid,recommendedFor,Diabetes_Mellitus
Farro_pearled_dry_raw,recommendedFor,Cholestasis__Extrahepatic
Beans_Dry_Small_Red_0_moisture,recommendedFor,Osteoporosis__Postmenopausal
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Heart_Diseases
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Neurologic_Manifestations
Bread_white_commercially_prepared,highIn,Iron
Beans_Dry_Red_0_moisture,recommendedFor,Hyperemia
Nuts_brazilnuts_raw,recommendedFor,Nerve_Degeneration
Cheese_ricotta_whole_milk,recommendedFor,Hypocalcemia
Juice_tart_cherry_from_concentrate_shelfstable,22-rdf-syntax-ns#type,Food
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Renal_Insufficiency
Beans_Dry_Brown_0_moisture,recommendedFor,Ventricular_Dysfunction__Left
Beans_Dry_Carioca_0_moisture,recommendedFor,Major_Depressive_Disorder
Blackeye_pea_dry,recommendedFor,Leukemia
Flour_oat_whole_grain,recommendedFor,Major_Depressive_Disorder
Flour_soy_fullfat,recommendedFor,Torsades_de_Pointes
Bread_wholewheat_commercially_prepared,recommendedFor,Tachycardia__Ventricular
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Drug_Overdose
Rice_brown_long_grain_unenriched_raw,recommendedFor,Long_QT_Syndrome
Beans_Dry_Navy_0_moisture,recommendedFor,Peripheral_Nervous_System_Diseases
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Basal_Cell_Nevus_Syndrome
Beans_Dry_Pinto_0_moisture,recommendedFor,Brain_Injuries
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Acute_Kidney_Injury
Nuts_hazelnuts_or_filberts_raw,highIn,Magnesium
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Hypertension
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Proteinuria
Egg_whole_dried,recommendedFor,Coronary_Vasospasm
Restaurant_Chinese_fried_rice_without_meat,contraindicatedFor,Hypertension
Almond_butter_creamy,recommendedFor,Autistic_Disorder
Flour_sorghum,recommendedFor,Pain
Beans_snap_green_canned_regular_pack_drained_solids,recommendedFor,Heart_Diseases
Cheese_parmesan_grated,recommendedFor,Acute_Kidney_Injury
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Hyperglycemia
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Peripheral_Nervous_System_Diseases
Anemia,22-rdf-syntax-ns#type,Disease
Cheese_monterey_jack_solid,recommendedFor,Hyperlipidemias
Cheese_monterey_jack_solid,recommendedFor,Infant_Death
Chia_seeds_dry_raw,recommendedFor,Fever
Egg_whole_dried,recommendedFor,Mental_Disorders
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Liver_Cirrhosis
Cheese_swiss,recommendedFor,Drug_Overdose
Yogurt_Greek_strawberry_nonfat,recommendedFor,Peptic_Ulcer
Beans_Dry_Dark_Red_Kidney_0_moisture,highIn,Iron
Onion_rings_breaded_par_fried_frozen_prepared_heated_in_oven,recommendedFor,Heart_Diseases
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Hepatomegaly
Bread_wholewheat_commercially_prepared,recommendedFor,Osteoporosis__Postmenopausal
Flour_almond,recommendedFor,Nephrocalcinosis
Figs_dried_uncooked,highIn,Magnesium
Beans_Dry_Navy_0_moisture,recommendedFor,Disease_Susceptibility
Lentils_dry,recommendedFor,COVID_19
Nuts_walnuts_English_halves_raw,recommendedFor,Cholestasis__Extrahepatic
Seeds_sunflower_seed_kernel_raw,recommendedFor,Tachycardia__Ventricular
Flour_00,highIn,Carbohydrate
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Diabetes_Mellitus
Milk_nonfat_fluid_with_added_vitamin_A_and_vitamin_D_fat_free_or_skim,recommendedFor,Seizures
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Anemia__Iron_Deficiency
Almond_butter_creamy,recommendedFor,Hyperlipidemias
Calcium,treats,Weight_Gain
Flour_coconut,recommendedFor,Ventricular_Fibrillation
Flaxseed_ground,recommendedFor,Craniofacial_Abnormalities
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Disease_Susceptibility
Avocado_Hass_peeled_raw,recommendedFor,Heart_Diseases
Flour_coconut,recommendedFor,Tachycardia
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Vasospasm__Intracranial
Beans_Dry_Red_0_moisture,recommendedFor,COVID_19
Parsnips_raw,recommendedFor,Diabetic_Ketoacidosis
Plantains_overripe_raw,recommendedFor,Arthralgia
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Disease_Susceptibility
Flour_rice_brown,recommendedFor,Developmental_Disabilities
Mushroom_lions_mane,recommendedFor,Diabetic_Ketoacidosis
Flour_rye,recommendedFor,Heart_Failure
Cheese_cheddar,recommendedFor,Hypocalcemia
Cheese_queso_fresco_solid,recommendedFor,Heart_Diseases
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Glioma
Sorghum_flour_white_pearled_unenriched_dry_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Seeds_sunflower_seed_kernel_raw,recommendedFor,Acute_Kidney_Injury
Flour_buckwheat,recommendedFor,Autistic_Disorder
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,highIn,Iron
Cheese_cotija_solid,recommendedFor,Disease_Progression
Flour_almond,recommendedFor,Renal_Insufficiency
Hummus_commercial,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Memory_Disorders
Restaurant_Chinese_sweet_and_sour_pork,contraindicatedFor,Heart_Failure
Wild_rice_dry_raw,recommendedFor,Esophageal_Neoplasms
Beef_round_top_round_boneless_choice_raw,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Nuts_pine_nuts_raw,recommendedFor,Carcinoma__Ehrlich_Tumor
Lamb_ground_raw,recommendedFor,Cardiotoxicity
Nuts_pecans_halves_raw,recommendedFor,Peripheral_Nervous_System_Diseases
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Acute_Kidney_Injury
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Neural_Tube_Defects
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Prenatal_Injuries
Beans_Dry_Pinto_0_moisture,recommendedFor,Insulin_Resistance
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Protein_Deficiency
Cheese_queso_fresco_solid,recommendedFor,Ventricular_Dysfunction__Left
Nuts_pine_nuts_raw,recommendedFor,Testicular_Diseases
Tuna_ahi_or_yellowfin_frozen_wild_caught,recommendedFor,Arthralgia
Lamb_ground_raw,recommendedFor,Stomach_Ulcer
Khorasan_grain_dry_raw,recommendedFor,Cardiovascular_Diseases
Tomato_paste_canned_without_salt_added,recommendedFor,Cholestasis
Tomato_paste_canned_without_salt_added,recommendedFor,Atrial_Fibrillation
Egg_whole_dried,recommendedFor,Pruritus
Khorasan_grain_dry_raw,recommendedFor,Hepatolenticular_Degeneration
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,highIn,Protein
Milk_lowfat_fluid_1_milkfat_with_added_vitamin_A_and_vitamin_D,recommendedFor,Neurologic_Manifestations
Cheese_cheddar,highIn,Fat
Flour_coconut,recommendedFor,Arrhythmias__Cardiac
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Atrial_Fibrillation
Cottage_cheese_full_fat_large_or_small_curd,22-rdf-syntax-ns#type,Food
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Cholestasis
Flour_bread_white_enriched_unbleached,highIn,Folate
Cheese_pasteurized_process_cheese_food_or_product_American_singles,contraindicatedFor,Obesity
Mahi_mahi_frozen_wild_caught,recommendedFor,Nerve_Degeneration
Magnesium,treats,Pain
Beans_Dry_Cranberry_0_moisture,recommendedFor,Substance_Withdrawal_Syndrome
Flour_semolina_fine,recommendedFor,Pain
Beans_Dry_Black_0_moisture,recommendedFor,Protein_Deficiency
Beans_Dry_Pink_0_moisture,recommendedFor,Cell_Transformation__Neoplastic
Beans_Dry_Pink_0_moisture,recommendedFor,Periodontitis
Bananas_ripe_and_slightly_ripe_raw,contraindicatedFor,Obesity
Cheese_oaxaca_solid,contraindicatedFor,Obesity
Zinc,treats,Hyperlipidemias
Nuts_cashew_nuts_raw,recommendedFor,Substance_Withdrawal_Syndrome
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Cardiotoxicity
Flour_soy_fullfat,recommendedFor,Fever
Peanut_butter_creamy,recommendedFor,Hypokalemia
Blackeye_pea_dry,recommendedFor,Liver_Diseases
Beans_Dry_Tan_0_moisture,recommendedFor,Hyperplasia
Nuts_pecans_halves_raw,recommendedFor,Dysgeusia
Egg_whole_dried,recommendedFor,Urinary_Bladder_Diseases
Pickles_cucumber_dill_or_kosher_dill,recommendedFor,Kidney_Diseases
Beans_Dry_Small_Red_0_moisture,recommendedFor,Kidney_Diseases
Reperfusion_Injury,22-rdf-syntax-ns#type,Disease
Millet_whole_grain,recommendedFor,Anemia__Iron_Deficiency
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Hypertension
Beans_Dry_Tan_0_moisture,recommendedFor,Polyradiculopathy
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Egg_whole_dried,recommendedFor,Prostatic_Neoplasms
Milk_whole_325_milkfat_with_added_vitamin_D,recommendedFor,Neurologic_Manifestations
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Intestinal_Diseases
Nuts_pistachio_nuts_raw,predictedFor,Multiple_Myeloma
Yogurt_Greek_strawberry_nonfat,recommendedFor,Bradycardia
Milk_nonfat_fluid_with_added_vitamin_A_and_vitamin_D_fat_free_or_skim,recommendedFor,Nerve_Compression_Syndromes
Peanut_butter_creamy,highIn,Fiber
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Proteinuria
Beans_Dry_Red_0_moisture,recommendedFor,Osteoporosis__Postmenopausal
Collards_raw,recommendedFor,Hypocalcemia
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Ventricular_Dysfunction__Left
Beans_Dry_Small_White_0_moisture,recommendedFor,Disease_Models__Animal
Beans_cannellini_dry,recommendedFor,Drug_Overdose
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Rickets
Cheese_provolone_sliced,recommendedFor,Peripheral_Nervous_System_Diseases
Farro_pearled_dry_raw,recommendedFor,Leukemia
Swordfish_frozen_wild_caught,recommendedFor,Hypomagnesemia_primary
Pork_cured_bacon_cooked_restaurant,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Beans_Dry_Tan_0_moisture,recommendedFor,Atherosclerosis
Beans_Dry_Navy_0_moisture,recommendedFor,Developmental_Disabilities
Beans_Dry_Navy_0_moisture,recommendedFor,Diabetes_Mellitus
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Hypoparathyroidism
Wild_rice_dry_raw,highIn,Zinc
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Brain_Injuries
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Hepatomegaly
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Disease_Progression
Plantains_overripe_raw,22-rdf-syntax-ns#type,Food
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Craniofacial_Abnormalities
Nuts_pine_nuts_raw,recommendedFor,Muscular_Diseases
Mushroom_crimini,recommendedFor,Arthralgia
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Magnesium_Deficiency
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Kidney_Diseases__Cystic
Cheese_swiss,recommendedFor,Nephrocalcinosis
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Lung_Injury
Yogurt_plain_nonfat,recommendedFor,Hypoparathyroidism
Flour_sorghum,recommendedFor,Infant_Death
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Developmental_Disabilities
Bread_white_commercially_prepared,recommendedFor,Heart_Diseases
Beans_Dry_Carioca_0_moisture,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Flaxseed_ground,recommendedFor,Hypokalemic_Periodic_Paralysis
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Diabetes_Mellitus
Frankfurter_beef_unheated,recommendedFor,Kidney_Diseases__Cystic
Spinach_mature,recommendedFor,Heart_Diseases
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Kidney_Diseases__Cystic
Beans_Dry_Medium_Red_0_moisture,recommendedFor,COVID_19
Lentils_dry,recommendedFor,Weight_Loss
Flour_cassava,recommendedFor,Cholestasis
Flour_sorghum,recommendedFor,Fasciculation
Flour_coconut,recommendedFor,Tremor
Egg_whole_raw_frozen_pasteurized,22-rdf-syntax-ns#type,Food
Bread_wholewheat_commercially_prepared,recommendedFor,Kidney_Diseases
Cheese_provolone_sliced,recommendedFor,Disease_Susceptibility
Restaurant_Chinese_fried_rice_without_meat,recommendedFor,Kidney_Diseases
Squid_calamari_frozen_tubes_only,recommendedFor,Renal_Insufficiency
Sesame_butter_creamy,recommendedFor,Muscular_Diseases
Cheese_dry_white_queso_seco,recommendedFor,Proteinuria
Ham_sliced_restaurant,contraindicatedFor,Heart_Failure
Sausage_pork_chorizo_link_or_ground_cooked_panfried,predictedFor,Bradycardia
Flour_potato,recommendedFor,Cerebrovascular_Disorders
Nuts_brazilnuts_raw,recommendedFor,Esophageal_Neoplasms
Fish_tuna_light_canned_in_water_drained_solids,highIn,Protein
Tuna_ahi_or_yellowfin_frozen_wild_caught,22-rdf-syntax-ns#type,Food
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Hypotension
Beef_flank_steak_boneless_choice_raw,recommendedFor,Hyperemia
Nuts_pistachio_nuts_raw,recommendedFor,Arthralgia
Flour_soy_defatted,recommendedFor,Prenatal_Injuries
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Torsades_de_Pointes
Lamb_ground_raw,recommendedFor,Insulin_Resistance
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Neoplasms
Cheese_swiss,recommendedFor,Renal_Insufficiency
Beef_round_top_round_boneless_choice_raw,recommendedFor,Teratozoospermia
Egg_yolk_dried,recommendedFor,Peripheral_Nervous_System_Diseases
Wild_rice_dry_raw,recommendedFor,Dysgeusia
Beef_top_sirloin_steak_raw,recommendedFor,Anemia__Iron_Deficiency
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Proteinuria
Scallops_sea_frozen_wild_caught,recommendedFor,Renal_Insufficiency
Cheese_parmesan_grated,recommendedFor,Neoplasms
Cheese_feta_whole_milk_crumbled,recommendedFor,Tachycardia
Nuts_almonds_whole_raw,recommendedFor,Osteoporosis
Snow_crab_legs_only_frozen__,recommendedFor,Cardiovascular_Diseases
Flour_coconut,recommendedFor,Carcinoma__Squamous_Cell
Cottage_cheese_full_fat_large_or_small_curd,highIn,Sodium
Plantains_underripe_raw,recommendedFor,Diabetic_Ketoacidosis
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,highIn,Zinc
Sweet_potatoes_orange_flesh_without_skin_raw,recommendedFor,Hypokalemic_Periodic_Paralysis
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Kidney_Diseases__Cystic
Snow_crab_legs_only_frozen__,recommendedFor,Hepatolenticular_Degeneration
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Mental_Disorders
Cheese_monterey_jack_solid,recommendedFor,Hypocalcemia
Khorasan_grain_dry_raw,recommendedFor,Melanoma
Beans_cannellini_canned_sodium_added_drained_and_rinsed,22-rdf-syntax-ns#type,Food
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Hepatomegaly
Lentils_dry,recommendedFor,Gastrointestinal_Diseases
Tomato_paste_canned_without_salt_added,recommendedFor,Tachycardia__Supraventricular
Magnesium,treats,Autistic_Disorder
Nuts_pecans_halves_raw,recommendedFor,Lung_Injury
Rice_brown_long_grain_unenriched_raw,recommendedFor,Acute_Kidney_Injury
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Osteoporosis
Nuts_pecans_halves_raw,recommendedFor,Diabetes_Mellitus
Flour_semolina_fine,recommendedFor,Autistic_Disorder
Mustard_prepared_yellow,recommendedFor,Cardiovascular_Diseases
Nuts_pecans_halves_raw,recommendedFor,Developmental_Disabilities
Halibut_frozen_wild_caught,recommendedFor,Nerve_Degeneration
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Tachycardia__Supraventricular
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Diarrhea
Sauce_salsa_readytoserve,recommendedFor,Renal_Insufficiency
Beans_Dry_Red_0_moisture,recommendedFor,Gastrointestinal_Diseases
Beans_Dry_Navy_0_moisture,recommendedFor,Heart_Diseases
Flour_amaranth,recommendedFor,Disease_Models__Animal
Avocado_Hass_peeled_raw,recommendedFor,Hypokalemia
Nuts_pine_nuts_raw,recommendedFor,Polycystic_Ovary_Syndrome
Almond_butter_creamy,recommendedFor,Hypocalcemia
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Asthma
Khorasan_grain_dry_raw,recommendedFor,Cholestasis__Extrahepatic
Hummus_commercial,recommendedFor,Hypotension
Beans_Dry_Pink_0_moisture,recommendedFor,Hyperglycemia
Flour_whole_wheat_unenriched,highIn,Fiber
Seeds_sunflower_seed_kernel_raw,recommendedFor,Neoplasms
Magnesium,treats,Infant_Death
Beef_flank_steak_boneless_choice_raw,recommendedFor,COVID_19
Beans_Dry_Navy_0_moisture,recommendedFor,Ventricular_Dysfunction__Left
Flour_semolina_fine,recommendedFor,Infant_Death
Cheese_feta_whole_milk_crumbled,recommendedFor,Arrhythmias__Cardiac
Flour_quinoa,recommendedFor,Hypokalemia
Chickpeas_garbanzo_beans_bengal_gram_canned_sodium_added_drained_and_rinsed,recommendedFor,Acute_Kidney_Injury
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Intestinal_Diseases
Mushroom_crimini,22-rdf-syntax-ns#type,Food
Corn_flour_masa_harina_white_or_yellow_dry_raw,highIn,Vitamin_B6
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Heart_Diseases
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Brain_Injuries
Flour_semolina_fine,recommendedFor,Fasciculation
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Peripheral_Nervous_System_Diseases
Nuts_almonds_whole_raw,recommendedFor,Movement_Disorders
Sausage_pork_chorizo_link_or_ground_cooked_panfried,predictedFor,Infant_Death
Flour_almond,recommendedFor,Sinus_Arrest__Cardiac
Collards_raw,highIn,Vitamin_C
Flour_whole_wheat_unenriched,recommendedFor,Multiple_Myeloma
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Weight_Gain
Nuts_brazilnuts_raw,recommendedFor,Pulpitis
Soy_milk_unsweetened_plain_shelf_stable,recommendedFor,Urinary_Bladder_Diseases
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Ventricular_Dysfunction__Left
Egg_whole_dried,recommendedFor,Hypertrophy
Sauce_pasta_spaghettimarinara_readytoserve,contraindicatedFor,Hypertension
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Muscular_Diseases
Farro_pearled_dry_raw,recommendedFor,Liver_Diseases
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Pruritus
Chia_seeds_dry_raw,recommendedFor,Heart_Defects__Congenital
Flour_bread_white_enriched_unbleached,highIn,Carbohydrate
Mango_Tommy_Atkins_peeled_raw,contraindicatedFor,Obesity
Beans_Dry_Pinto_0_moisture,22-rdf-syntax-ns#type,Food
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Ventricular_Dysfunction__Left
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Carcinoma__Ehrlich_Tumor
Beans_Dry_Pinto_0_moisture,recommendedFor,Acrodermatitis
Egg_whole_raw_frozen_pasteurized,highIn,Sodium
Wild_rice_dry_raw,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Cardiotoxicity
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Movement_Disorders
Swordfish_frozen_wild_caught,recommendedFor,Acute_Kidney_Injury
Flour_almond,recommendedFor,Cardiotoxicity
Cheese_parmesan_grated_refrigerated,recommendedFor,Peripheral_Nervous_System_Diseases
Mahi_mahi_frozen_wild_caught,recommendedFor,Muscle_Weakness
Nuts_almonds_whole_raw,recommendedFor,Inflammation
Mushroom_maitake,recommendedFor,Alzheimer_Disease
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Disease_Susceptibility
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Seizures
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Stomach_Ulcer
Flour_whole_wheat_unenriched,recommendedFor,Diabetes_Mellitus__Type_2
Cheese_provolone_sliced,recommendedFor,Diabetes_Mellitus
Tomato_paste_canned_without_salt_added,recommendedFor,Muscle_Cramp
Tomato_puree_canned,recommendedFor,Diabetic_Ketoacidosis
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Hypomagnesemia_primary
Sorghum_flour_white_pearled_unenriched_dry_raw,recommendedFor,Torsades_de_Pointes
Sorghum_whole_grain_white_dry_raw,recommendedFor,Hyperglycemia
Cheese_cotija_solid,recommendedFor,Ventricular_Fibrillation
Cheese_cotija_solid,recommendedFor,Tachycardia
Nuts_pine_nuts_raw,recommendedFor,Coronary_Vasospasm
Cheese_dry_white_queso_seco,recommendedFor,Intestinal_Diseases
Flour_almond,recommendedFor,Stomach_Ulcer
Beef_round_top_round_boneless_choice_raw,recommendedFor,Esophageal_Neoplasms
Flaxseed_ground,recommendedFor,Protein_Deficiency
Buckwheat_whole_grain,recommendedFor,Paralysis
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Weight_Loss
Egg_yolk_dried,recommendedFor,Colonic_Neoplasms
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Muscle_Cramp
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Urinary_Bladder_Diseases
Spinach_baby,recommendedFor,Lung_Injury
Nuts_brazilnuts_raw,recommendedFor,Dysgeusia
Beans_Dry_Tan_0_moisture,recommendedFor,Cardiomyopathies
Spinach_baby,recommendedFor,Developmental_Disabilities
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Inflammation
Buttermilk_low_fat,recommendedFor,Drug_Overdose
Nuts_almonds_whole_raw,recommendedFor,Water_Electrolyte_Imbalance
Beef_top_sirloin_steak_raw,recommendedFor,Brain_Injuries
Chickpeas_garbanzo_beans_bengal_gram_dry,highIn,Iron
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Neural_Tube_Defects
Figs_dried_uncooked,predictedFor,Chemical_and_Drug_Induced_Liver_Injury
Cheese_parmesan_grated_refrigerated,recommendedFor,Disease_Susceptibility
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Prostatic_Neoplasms
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Nephrocalcinosis
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Intestinal_Diseases
Cheese_dry_white_queso_seco,recommendedFor,Prenatal_Exposure_Delayed_Effects
Nuts_pecans_halves_raw,recommendedFor,Ventricular_Dysfunction__Left
Nuts_walnuts_English_halves_raw,recommendedFor,Liver_Diseases
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Water_Electrolyte_Imbalance
Flour_soy_defatted,recommendedFor,Osteoporosis
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Weight_Loss
Soy_milk_unsweetened_plain_shelf_stable,recommendedFor,Arrhythmias__Cardiac
Snow_crab_legs_only_frozen__,recommendedFor,Melanoma
Bread_white_commercially_prepared,recommendedFor,Hypoparathyroidism
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Insulin_Resistance
Sausage_pork_chorizo_link_or_ground_cooked_panfried,highIn,Sodium
Beans_Dry_Carioca_0_moisture,recommendedFor,Hypotension
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Hyperparathyroidism__Secondary
Peanuts_raw,recommendedFor,Diabetes_Mellitus__Type_2
Beans_Dry_Pinto_0_moisture,recommendedFor,Major_Depressive_Disorder
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Inflammation
Egg_yolk_dried,recommendedFor,Lung_Injury
Egg_yolk_dried,recommendedFor,Diabetes_Mellitus
Calcium,treats,Colitis
Cheese_cotija_solid,recommendedFor,Arrhythmias__Cardiac
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Esophageal_Neoplasms
Beans_Dry_Pink_0_moisture,recommendedFor,Hypertension
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Renal_Insufficiency
Bulgur_dry_raw,recommendedFor,Substance_Withdrawal_Syndrome
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Fever
